 4601: 0.127057, 0.127057 avg loss, 0.001000 rate, 3.313675 seconds, 147232 images, -1.000000 hours left
 4636: 0.066718, 0.099820 avg loss, 0.001000 rate, 2.044653 seconds, 148352 images, 1.277671 hours left
 4637: 0.127331, 0.102571 avg loss, 0.001000 rate, 1.954575 seconds, 148384 images, 1.276409 hours left
 4638: 0.054676, 0.097782 avg loss, 0.001000 rate, 1.990227 seconds, 148416 images, 1.272584 hours left
 4639: 0.052771, 0.093281 avg loss, 0.001000 rate, 1.817903 seconds, 148448 images, 1.269693 hours left
 4640: 0.116172, 0.095570 avg loss, 0.001000 rate, 1.902217 seconds, 148480 images, 1.268661 hours left
 4641: 0.076198, 0.093633 avg loss, 0.001000 rate, 2.008783 seconds, 148512 images, 1.263975 hours left
 4642: 0.048245, 0.089094 avg loss, 0.001000 rate, 2.012255 seconds, 148544 images, 1.263710 hours left
 4643: 0.106569, 0.090841 avg loss, 0.001000 rate, 2.138588 seconds, 148576 images, 1.263630 hours left
 4644: 0.075626, 0.089320 avg loss, 0.001000 rate, 2.078457 seconds, 148608 images, 1.262158 hours left
 4645: 0.032781, 0.083666 avg loss, 0.001000 rate, 2.064357 seconds, 148640 images, 1.261548 hours left
 4646: 0.061976, 0.081497 avg loss, 0.001000 rate, 1.953877 seconds, 148672 images, 1.258587 hours left
 4647: 0.092961, 0.082643 avg loss, 0.001000 rate, 2.026036 seconds, 148704 images, 1.258668 hours left
 4648: 0.102203, 0.084599 avg loss, 0.001000 rate, 2.154596 seconds, 148736 images, 1.257868 hours left
 4649: 0.068034, 0.082943 avg loss, 0.001000 rate, 1.997980 seconds, 148768 images, 1.259062 hours left
 4650: 0.066594, 0.081308 avg loss, 0.001000 rate, 2.067890 seconds, 148800 images, 1.258543 hours left
 4651: 0.173158, 0.090493 avg loss, 0.001000 rate, 3.283256 seconds, 148832 images, 1.259250 hours left
 4652: 0.114304, 0.092874 avg loss, 0.001000 rate, 3.388400 seconds, 148864 images, 1.258961 hours left
 4653: 0.077300, 0.091317 avg loss, 0.001000 rate, 3.348028 seconds, 148896 images, 1.260379 hours left
 4654: 0.094854, 0.091670 avg loss, 0.001000 rate, 3.382944 seconds, 148928 images, 1.261915 hours left
 4655: 0.111018, 0.093605 avg loss, 0.001000 rate, 3.357995 seconds, 148960 images, 1.261945 hours left
 4656: 0.063573, 0.090602 avg loss, 0.001000 rate, 3.246405 seconds, 148992 images, 1.261871 hours left
 4657: 0.190997, 0.100641 avg loss, 0.001000 rate, 3.422062 seconds, 149024 images, 1.261373 hours left
 4658: 0.084923, 0.099070 avg loss, 0.001000 rate, 3.326108 seconds, 149056 images, 1.261526 hours left
 4659: 0.068191, 0.095982 avg loss, 0.001000 rate, 3.467209 seconds, 149088 images, 1.263063 hours left
 4660: 0.145194, 0.100903 avg loss, 0.001000 rate, 3.253915 seconds, 149120 images, 1.263348 hours left
 4661: 0.100857, 0.100898 avg loss, 0.001000 rate, 2.469620 seconds, 149152 images, 1.263534 hours left
 4662: 0.107699, 0.101578 avg loss, 0.001000 rate, 2.488129 seconds, 149184 images, 1.269785 hours left
 4663: 0.081815, 0.099602 avg loss, 0.001000 rate, 2.621895 seconds, 149216 images, 1.267117 hours left
 4664: 0.059524, 0.095594 avg loss, 0.001000 rate, 2.575075 seconds, 149248 images, 1.264708 hours left
 4665: 0.155389, 0.101574 avg loss, 0.001000 rate, 2.554576 seconds, 149280 images, 1.263616 hours left
 4666: 0.126733, 0.104090 avg loss, 0.001000 rate, 2.504253 seconds, 149312 images, 1.263404 hours left
 4667: 0.109176, 0.104598 avg loss, 0.001000 rate, 2.561881 seconds, 149344 images, 1.260467 hours left
 4668: 0.058218, 0.099960 avg loss, 0.001000 rate, 2.457879 seconds, 149376 images, 1.260259 hours left
 4669: 0.081380, 0.098102 avg loss, 0.001000 rate, 2.595205 seconds, 149408 images, 1.260518 hours left
 4670: 0.153369, 0.103629 avg loss, 0.001000 rate, 2.587376 seconds, 149440 images, 1.261293 hours left
 4671: 0.127088, 0.105975 avg loss, 0.001000 rate, 2.564888 seconds, 149472 images, 1.260865 hours left
 4672: 0.101803, 0.105558 avg loss, 0.001000 rate, 2.491745 seconds, 149504 images, 1.265902 hours left
 4673: 0.100778, 0.105080 avg loss, 0.001000 rate, 2.554239 seconds, 149536 images, 1.264129 hours left
 4674: 0.065529, 0.101125 avg loss, 0.001000 rate, 2.419472 seconds, 149568 images, 1.261672 hours left
 4675: 0.106059, 0.101618 avg loss, 0.001000 rate, 2.660610 seconds, 149600 images, 1.259741 hours left
 4676: 0.080268, 0.099483 avg loss, 0.001000 rate, 2.415408 seconds, 149632 images, 1.259017 hours left
 4677: 0.071727, 0.096707 avg loss, 0.001000 rate, 2.624757 seconds, 149664 images, 1.257822 hours left
 4678: 0.055378, 0.092574 avg loss, 0.001000 rate, 2.441239 seconds, 149696 images, 1.254890 hours left
 4679: 0.116913, 0.095008 avg loss, 0.001000 rate, 2.445771 seconds, 149728 images, 1.255510 hours left
 4680: 0.066262, 0.092134 avg loss, 0.001000 rate, 2.572894 seconds, 149760 images, 1.252442 hours left
 4681: 0.054199, 0.088340 avg loss, 0.001000 rate, 1.711062 seconds, 149792 images, 1.253571 hours left
 4682: 0.068554, 0.086362 avg loss, 0.001000 rate, 1.620762 seconds, 149824 images, 1.249013 hours left
 4683: 0.078885, 0.085614 avg loss, 0.001000 rate, 1.741899 seconds, 149856 images, 1.245976 hours left
 4684: 0.083392, 0.085392 avg loss, 0.001000 rate, 1.707292 seconds, 149888 images, 1.244143 hours left
 4685: 0.076958, 0.084548 avg loss, 0.001000 rate, 1.796622 seconds, 149920 images, 1.240397 hours left
 4686: 0.067505, 0.082844 avg loss, 0.001000 rate, 1.734690 seconds, 149952 images, 1.239720 hours left
 4687: 0.092354, 0.083795 avg loss, 0.001000 rate, 1.647163 seconds, 149984 images, 1.240062 hours left
 4688: 0.082262, 0.083642 avg loss, 0.001000 rate, 1.768173 seconds, 150016 images, 1.239946 hours left
 4689: 0.079404, 0.083218 avg loss, 0.001000 rate, 1.689718 seconds, 150048 images, 1.239290 hours left
 4690: 0.052867, 0.080183 avg loss, 0.001000 rate, 1.737808 seconds, 150080 images, 1.235984 hours left
 4691: 0.101507, 0.082315 avg loss, 0.001000 rate, 2.826100 seconds, 150112 images, 1.235874 hours left
 4692: 0.116283, 0.085712 avg loss, 0.001000 rate, 2.958254 seconds, 150144 images, 1.233791 hours left
 4693: 0.151350, 0.092276 avg loss, 0.001000 rate, 2.839695 seconds, 150176 images, 1.234964 hours left
 4694: 0.065837, 0.089632 avg loss, 0.001000 rate, 2.852073 seconds, 150208 images, 1.235989 hours left
 4695: 0.099303, 0.090599 avg loss, 0.001000 rate, 2.920486 seconds, 150240 images, 1.234488 hours left
 4696: 0.058567, 0.087396 avg loss, 0.001000 rate, 2.845670 seconds, 150272 images, 1.234725 hours left
 4697: 0.068007, 0.085457 avg loss, 0.001000 rate, 2.830343 seconds, 150304 images, 1.237916 hours left
 4698: 0.081452, 0.085056 avg loss, 0.001000 rate, 2.895796 seconds, 150336 images, 1.240471 hours left
 4699: 0.114686, 0.088019 avg loss, 0.001000 rate, 2.783599 seconds, 150368 images, 1.239721 hours left
 4700: 0.064719, 0.085689 avg loss, 0.001000 rate, 2.832901 seconds, 150400 images, 1.238633 hours left
 4701: 0.095618, 0.086682 avg loss, 0.001000 rate, 2.310710 seconds, 150432 images, 1.236476 hours left
 4702: 0.042536, 0.082268 avg loss, 0.001000 rate, 2.357652 seconds, 150464 images, 1.240986 hours left
 4703: 0.044597, 0.078500 avg loss, 0.001000 rate, 2.265575 seconds, 150496 images, 1.237903 hours left
 4704: 0.037979, 0.074448 avg loss, 0.001000 rate, 2.264819 seconds, 150528 images, 1.236400 hours left
 4705: 0.080173, 0.075021 avg loss, 0.001000 rate, 2.161320 seconds, 150560 images, 1.236036 hours left
 4706: 0.072894, 0.074808 avg loss, 0.001000 rate, 2.243896 seconds, 150592 images, 1.233937 hours left
 4707: 0.058207, 0.073148 avg loss, 0.001000 rate, 2.190660 seconds, 150624 images, 1.230934 hours left
 4708: 0.059519, 0.071785 avg loss, 0.001000 rate, 2.278151 seconds, 150656 images, 1.227942 hours left
 4709: 0.059544, 0.070561 avg loss, 0.001000 rate, 2.297774 seconds, 150688 images, 1.227332 hours left
 4710: 0.074059, 0.070911 avg loss, 0.001000 rate, 2.287799 seconds, 150720 images, 1.225379 hours left
 4711: 0.099400, 0.073760 avg loss, 0.001000 rate, 1.582938 seconds, 150752 images, 1.223852 hours left
 4712: 0.075473, 0.073931 avg loss, 0.001000 rate, 1.484317 seconds, 150784 images, 1.219879 hours left
 4713: 0.067278, 0.073266 avg loss, 0.001000 rate, 1.610755 seconds, 150816 images, 1.217415 hours left
 4714: 0.135109, 0.079450 avg loss, 0.001000 rate, 1.550162 seconds, 150848 images, 1.216302 hours left
 4715: 0.091128, 0.080618 avg loss, 0.001000 rate, 1.534207 seconds, 150880 images, 1.214457 hours left
 4716: 0.077333, 0.080289 avg loss, 0.001000 rate, 1.622003 seconds, 150912 images, 1.210024 hours left
 4717: 0.089375, 0.081198 avg loss, 0.001000 rate, 1.538518 seconds, 150944 images, 1.208370 hours left
 4718: 0.097188, 0.082797 avg loss, 0.001000 rate, 1.521025 seconds, 150976 images, 1.204956 hours left
 4719: 0.072180, 0.081735 avg loss, 0.001000 rate, 1.569851 seconds, 151008 images, 1.201848 hours left
 4720: 0.055763, 0.079138 avg loss, 0.001000 rate, 1.653249 seconds, 151040 images, 1.199031 hours left
 4721: 0.251348, 0.096359 avg loss, 0.001000 rate, 1.540539 seconds, 151072 images, 1.195691 hours left
 4722: 0.216219, 0.108345 avg loss, 0.001000 rate, 1.408843 seconds, 151104 images, 1.196464 hours left
 4723: 0.121361, 0.109647 avg loss, 0.001000 rate, 1.457065 seconds, 151136 images, 1.195375 hours left
 4724: 0.098430, 0.108525 avg loss, 0.001000 rate, 1.537220 seconds, 151168 images, 1.195268 hours left
 4725: 0.113028, 0.108975 avg loss, 0.001000 rate, 1.500414 seconds, 151200 images, 1.192313 hours left
 4726: 0.088969, 0.106975 avg loss, 0.001000 rate, 1.360221 seconds, 151232 images, 1.191308 hours left
 4727: 0.162545, 0.112532 avg loss, 0.001000 rate, 1.460834 seconds, 151264 images, 1.185709 hours left
 4728: 0.108224, 0.112101 avg loss, 0.001000 rate, 1.512756 seconds, 151296 images, 1.180966 hours left
 4729: 0.122733, 0.113164 avg loss, 0.001000 rate, 1.457639 seconds, 151328 images, 1.178784 hours left
 4730: 0.162508, 0.118098 avg loss, 0.001000 rate, 1.410618 seconds, 151360 images, 1.176548 hours left
 4731: 0.178387, 0.124127 avg loss, 0.001000 rate, 3.174512 seconds, 151392 images, 1.174672 hours left
 4732: 0.136286, 0.125343 avg loss, 0.001000 rate, 3.103453 seconds, 151424 images, 1.174387 hours left
 4733: 0.066961, 0.119505 avg loss, 0.001000 rate, 2.909523 seconds, 151456 images, 1.175348 hours left
 4734: 0.052167, 0.112771 avg loss, 0.001000 rate, 2.987543 seconds, 151488 images, 1.174229 hours left
 4735: 0.072622, 0.108756 avg loss, 0.001000 rate, 2.970748 seconds, 151520 images, 1.172993 hours left
 4736: 0.092644, 0.107145 avg loss, 0.001000 rate, 2.973006 seconds, 151552 images, 1.173655 hours left
 4737: 0.128655, 0.109296 avg loss, 0.001000 rate, 3.142007 seconds, 151584 images, 1.172860 hours left
 4738: 0.095522, 0.107919 avg loss, 0.001000 rate, 3.060941 seconds, 151616 images, 1.172334 hours left
 4739: 0.197896, 0.116916 avg loss, 0.001000 rate, 2.955486 seconds, 151648 images, 1.172900 hours left
 4740: 0.057367, 0.110961 avg loss, 0.001000 rate, 2.892940 seconds, 151680 images, 1.173608 hours left
 4741: 0.089905, 0.108856 avg loss, 0.001000 rate, 1.869368 seconds, 151712 images, 1.172506 hours left
 4742: 0.062538, 0.104224 avg loss, 0.001000 rate, 1.716001 seconds, 151744 images, 1.171062 hours left
 4743: 0.112769, 0.105079 avg loss, 0.001000 rate, 1.791113 seconds, 151776 images, 1.168374 hours left
 4744: 0.087448, 0.103316 avg loss, 0.001000 rate, 1.698166 seconds, 151808 images, 1.167706 hours left
 4745: 0.092116, 0.102196 avg loss, 0.001000 rate, 1.696088 seconds, 151840 images, 1.165896 hours left
 4746: 0.079506, 0.099927 avg loss, 0.001000 rate, 1.645956 seconds, 151872 images, 1.163105 hours left
 4747: 0.080932, 0.098027 avg loss, 0.001000 rate, 1.704662 seconds, 151904 images, 1.163196 hours left
 4748: 0.107714, 0.098996 avg loss, 0.001000 rate, 1.723602 seconds, 151936 images, 1.159726 hours left
 4749: 0.106770, 0.099773 avg loss, 0.001000 rate, 1.775321 seconds, 151968 images, 1.157459 hours left
 4750: 0.112204, 0.101016 avg loss, 0.001000 rate, 1.686625 seconds, 152000 images, 1.157050 hours left
 4751: 0.148662, 0.105781 avg loss, 0.001000 rate, 2.424611 seconds, 152032 images, 1.154247 hours left
 4752: 0.110911, 0.106294 avg loss, 0.001000 rate, 2.623237 seconds, 152064 images, 1.151796 hours left
 4753: 0.118657, 0.107530 avg loss, 0.001000 rate, 2.467712 seconds, 152096 images, 1.151507 hours left
 4754: 0.068194, 0.103597 avg loss, 0.001000 rate, 2.429795 seconds, 152128 images, 1.152653 hours left
 4755: 0.072821, 0.100519 avg loss, 0.001000 rate, 2.392930 seconds, 152160 images, 1.151317 hours left
 4756: 0.082373, 0.098704 avg loss, 0.001000 rate, 2.456794 seconds, 152192 images, 1.150139 hours left
 4757: 0.040730, 0.092907 avg loss, 0.001000 rate, 2.439910 seconds, 152224 images, 1.148527 hours left
 4758: 0.087428, 0.092359 avg loss, 0.001000 rate, 2.554653 seconds, 152256 images, 1.145591 hours left
 4759: 0.082942, 0.091417 avg loss, 0.001000 rate, 2.446274 seconds, 152288 images, 1.145212 hours left
 4760: 0.095162, 0.091792 avg loss, 0.001000 rate, 2.469921 seconds, 152320 images, 1.142624 hours left
 4761: 0.104579, 0.093071 avg loss, 0.001000 rate, 1.826460 seconds, 152352 images, 1.142126 hours left
 4762: 0.089793, 0.092743 avg loss, 0.001000 rate, 1.790701 seconds, 152384 images, 1.147952 hours left
 4763: 0.137181, 0.097187 avg loss, 0.001000 rate, 1.687810 seconds, 152416 images, 1.147746 hours left
 4764: 0.091225, 0.096590 avg loss, 0.001000 rate, 1.780547 seconds, 152448 images, 1.145417 hours left
 4765: 0.102332, 0.097165 avg loss, 0.001000 rate, 1.861150 seconds, 152480 images, 1.143167 hours left
 4766: 0.085782, 0.096026 avg loss, 0.001000 rate, 1.760497 seconds, 152512 images, 1.140512 hours left
 4767: 0.114245, 0.097848 avg loss, 0.001000 rate, 1.771833 seconds, 152544 images, 1.139098 hours left
 4768: 0.055947, 0.093658 avg loss, 0.001000 rate, 1.684945 seconds, 152576 images, 1.137616 hours left
 4769: 0.076478, 0.091940 avg loss, 0.001000 rate, 1.755755 seconds, 152608 images, 1.136274 hours left
 4770: 0.099336, 0.092680 avg loss, 0.001000 rate, 1.722580 seconds, 152640 images, 1.133352 hours left
 4771: 0.278202, 0.111232 avg loss, 0.001000 rate, 3.209167 seconds, 152672 images, 1.130620 hours left
 4772: 0.101940, 0.110303 avg loss, 0.001000 rate, 3.457083 seconds, 152704 images, 1.130270 hours left
 4773: 0.105320, 0.109804 avg loss, 0.001000 rate, 3.207197 seconds, 152736 images, 1.130760 hours left
 4774: 0.105060, 0.109330 avg loss, 0.001000 rate, 3.406539 seconds, 152768 images, 1.132587 hours left
 4775: 0.087134, 0.107110 avg loss, 0.001000 rate, 3.411183 seconds, 152800 images, 1.132862 hours left
 4776: 0.165042, 0.112904 avg loss, 0.001000 rate, 3.140471 seconds, 152832 images, 1.133504 hours left
 4777: 0.089053, 0.110518 avg loss, 0.001000 rate, 3.450945 seconds, 152864 images, 1.132847 hours left
 4778: 0.084524, 0.107919 avg loss, 0.001000 rate, 3.340883 seconds, 152896 images, 1.133242 hours left
 4779: 0.070165, 0.104144 avg loss, 0.001000 rate, 3.467149 seconds, 152928 images, 1.133250 hours left
 4780: 0.153976, 0.109127 avg loss, 0.001000 rate, 3.454397 seconds, 152960 images, 1.133678 hours left
 4781: 0.066027, 0.104817 avg loss, 0.001000 rate, 1.973656 seconds, 152992 images, 1.134059 hours left
 4782: 0.057291, 0.100064 avg loss, 0.001000 rate, 1.912763 seconds, 153024 images, 1.132685 hours left
 4783: 0.046759, 0.094734 avg loss, 0.001000 rate, 2.037845 seconds, 153056 images, 1.131765 hours left
 4784: 0.111575, 0.096418 avg loss, 0.001000 rate, 1.985156 seconds, 153088 images, 1.132307 hours left
 4785: 0.128116, 0.099588 avg loss, 0.001000 rate, 1.954333 seconds, 153120 images, 1.131690 hours left
 4786: 0.041371, 0.093766 avg loss, 0.001000 rate, 1.945366 seconds, 153152 images, 1.131204 hours left
 4787: 0.080247, 0.092414 avg loss, 0.001000 rate, 1.944266 seconds, 153184 images, 1.128332 hours left
 4788: 0.122055, 0.095378 avg loss, 0.001000 rate, 1.949820 seconds, 153216 images, 1.126494 hours left
 4789: 0.141723, 0.100013 avg loss, 0.001000 rate, 2.049535 seconds, 153248 images, 1.126240 hours left
 4790: 0.107564, 0.100768 avg loss, 0.001000 rate, 2.124674 seconds, 153280 images, 1.124681 hours left
 4791: 0.066254, 0.097316 avg loss, 0.001000 rate, 1.792032 seconds, 153312 images, 1.125615 hours left
 4792: 0.077133, 0.095298 avg loss, 0.001000 rate, 1.831294 seconds, 153344 images, 1.129049 hours left
 4793: 0.047467, 0.090515 avg loss, 0.001000 rate, 1.787131 seconds, 153376 images, 1.126109 hours left
 4794: 0.110266, 0.092490 avg loss, 0.001000 rate, 1.756113 seconds, 153408 images, 1.123488 hours left
 4795: 0.122003, 0.095441 avg loss, 0.001000 rate, 1.722969 seconds, 153440 images, 1.120808 hours left
 4796: 0.127997, 0.098697 avg loss, 0.001000 rate, 1.687318 seconds, 153472 images, 1.118512 hours left
 4797: 0.103076, 0.099135 avg loss, 0.001000 rate, 1.732362 seconds, 153504 images, 1.117694 hours left
 4798: 0.096614, 0.098883 avg loss, 0.001000 rate, 1.850263 seconds, 153536 images, 1.114357 hours left
 4799: 0.078504, 0.096845 avg loss, 0.001000 rate, 1.789490 seconds, 153568 images, 1.114330 hours left
 4800: 0.097702, 0.096931 avg loss, 0.001000 rate, 1.679582 seconds, 153600 images, 1.112647 hours left
 4801: 0.067868, 0.094024 avg loss, 0.001000 rate, 1.731332 seconds, 153632 images, 1.110425 hours left
 4802: 0.055592, 0.090181 avg loss, 0.001000 rate, 1.624989 seconds, 153664 images, 1.112162 hours left
 4803: 0.096074, 0.090770 avg loss, 0.001000 rate, 1.717529 seconds, 153696 images, 1.109584 hours left
 4804: 0.103771, 0.092071 avg loss, 0.001000 rate, 1.667896 seconds, 153728 images, 1.106975 hours left
 4805: 0.129029, 0.095766 avg loss, 0.001000 rate, 1.649376 seconds, 153760 images, 1.104168 hours left
 4806: 0.064738, 0.092664 avg loss, 0.001000 rate, 1.660071 seconds, 153792 images, 1.103047 hours left
 4807: 0.101943, 0.093592 avg loss, 0.001000 rate, 1.817439 seconds, 153824 images, 1.099596 hours left
 4808: 0.062209, 0.090453 avg loss, 0.001000 rate, 1.686916 seconds, 153856 images, 1.098982 hours left
 4809: 0.105384, 0.091946 avg loss, 0.001000 rate, 1.701967 seconds, 153888 images, 1.098974 hours left
 4810: 0.150182, 0.097770 avg loss, 0.001000 rate, 1.683930 seconds, 153920 images, 1.094600 hours left
 4811: 0.065588, 0.094552 avg loss, 0.001000 rate, 1.537832 seconds, 153952 images, 1.093272 hours left
 4812: 0.153735, 0.100470 avg loss, 0.001000 rate, 1.501036 seconds, 153984 images, 1.093758 hours left
 4813: 0.136444, 0.104067 avg loss, 0.001000 rate, 1.529350 seconds, 154016 images, 1.092756 hours left
 4814: 0.153980, 0.109059 avg loss, 0.001000 rate, 1.504930 seconds, 154048 images, 1.092586 hours left
 4815: 0.123138, 0.110467 avg loss, 0.001000 rate, 1.513445 seconds, 154080 images, 1.092968 hours left
 4816: 0.135761, 0.112996 avg loss, 0.001000 rate, 1.460730 seconds, 154112 images, 1.091912 hours left
 4817: 0.133165, 0.115013 avg loss, 0.001000 rate, 1.481256 seconds, 154144 images, 1.090904 hours left
 4818: 0.099367, 0.113448 avg loss, 0.001000 rate, 1.381915 seconds, 154176 images, 1.088412 hours left
 4819: 0.083452, 0.110449 avg loss, 0.001000 rate, 1.439881 seconds, 154208 images, 1.084769 hours left
 4820: 0.101620, 0.109566 avg loss, 0.001000 rate, 1.514303 seconds, 154240 images, 1.079805 hours left
 4821: 0.184181, 0.117027 avg loss, 0.001000 rate, 2.996491 seconds, 154272 images, 1.076101 hours left
 4822: 0.068804, 0.112205 avg loss, 0.001000 rate, 2.977048 seconds, 154304 images, 1.075154 hours left
 4823: 0.043124, 0.105297 avg loss, 0.001000 rate, 3.075378 seconds, 154336 images, 1.074144 hours left
 4824: 0.169355, 0.111703 avg loss, 0.001000 rate, 2.985087 seconds, 154368 images, 1.073458 hours left
 4825: 0.089155, 0.109448 avg loss, 0.001000 rate, 3.179783 seconds, 154400 images, 1.072475 hours left
 4826: 0.126790, 0.111182 avg loss, 0.001000 rate, 2.841173 seconds, 154432 images, 1.072129 hours left
 4827: 0.086542, 0.108718 avg loss, 0.001000 rate, 3.032703 seconds, 154464 images, 1.073187 hours left
 4828: 0.072537, 0.105100 avg loss, 0.001000 rate, 2.987302 seconds, 154496 images, 1.072392 hours left
 4829: 0.045132, 0.099103 avg loss, 0.001000 rate, 2.949996 seconds, 154528 images, 1.072368 hours left
 4830: 0.081305, 0.097323 avg loss, 0.001000 rate, 2.948993 seconds, 154560 images, 1.071909 hours left
 4831: 0.122656, 0.099857 avg loss, 0.001000 rate, 1.740371 seconds, 154592 images, 1.070960 hours left
 4832: 0.070671, 0.096938 avg loss, 0.001000 rate, 1.731744 seconds, 154624 images, 1.068245 hours left
 4833: 0.101818, 0.097426 avg loss, 0.001000 rate, 1.714500 seconds, 154656 images, 1.067590 hours left
 4834: 0.106204, 0.098304 avg loss, 0.001000 rate, 1.688227 seconds, 154688 images, 1.066275 hours left
 4835: 0.094918, 0.097965 avg loss, 0.001000 rate, 1.708628 seconds, 154720 images, 1.064824 hours left
 4836: 0.076307, 0.095799 avg loss, 0.001000 rate, 1.762699 seconds, 154752 images, 1.062770 hours left
 4837: 0.102648, 0.096484 avg loss, 0.001000 rate, 1.785479 seconds, 154784 images, 1.062538 hours left
 4838: 0.095013, 0.096337 avg loss, 0.001000 rate, 1.674277 seconds, 154816 images, 1.061149 hours left
 4839: 0.084362, 0.095140 avg loss, 0.001000 rate, 1.582315 seconds, 154848 images, 1.058885 hours left
 4840: 0.072371, 0.092863 avg loss, 0.001000 rate, 1.628793 seconds, 154880 images, 1.055414 hours left
 4841: 0.130796, 0.096656 avg loss, 0.001000 rate, 1.586679 seconds, 154912 images, 1.051253 hours left
 4842: 0.066395, 0.093630 avg loss, 0.001000 rate, 1.637202 seconds, 154944 images, 1.052468 hours left
 4843: 0.051025, 0.089370 avg loss, 0.001000 rate, 1.592416 seconds, 154976 images, 1.048739 hours left
 4844: 0.118958, 0.092328 avg loss, 0.001000 rate, 1.575605 seconds, 155008 images, 1.046396 hours left
 4845: 0.100040, 0.093100 avg loss, 0.001000 rate, 1.588949 seconds, 155040 images, 1.046565 hours left
 4846: 0.096658, 0.093455 avg loss, 0.001000 rate, 1.519611 seconds, 155072 images, 1.048398 hours left
 4847: 0.117966, 0.095907 avg loss, 0.001000 rate, 1.624799 seconds, 155104 images, 1.045731 hours left
 4848: 0.081650, 0.094481 avg loss, 0.001000 rate, 1.614994 seconds, 155136 images, 1.042537 hours left
